VCD info: dumpfile tb_FPU.vcd opened for output.
          0 A = 00000000000000000000000000000000, B = 00000000000000000000000000000000, Sel = 00, Y = xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx, Overflow = x, Error = x
        190 A = 01000001100010000000000000000000, B = 01000000010000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        191 A = 01000001100010000000000000000000, B = 01000000010000000000000000000000, Sel = 11, Y = 01000000101101010000000000000000, Overflow = 0, Error = 0
        192 A = 01000011011100110000000000000000, B = 01000010010011000000000000000000, Sel = 11, Y = 01000000101101010000000000000000, Overflow = 0, Error = 0
        193 A = 01000011011100110000000000000000, B = 01000010010011000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        194 A = 01000011011100110000000000000000, B = 01000010010011000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        195 A = 01000011011100110000000000000000, B = 01000010010011000000000000000000, Sel = 11, Y = 01000000100110000000000000000000, Overflow = 0, Error = 0
        196 A = 01000010001011000000000000000000, B = 01000010111000000000000000000000, Sel = 11, Y = 01000000100110000000000000000000, Overflow = 0, Error = 0
        197 A = 01000010001011000000000000000000, B = 01000010111000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        198 A = 01000010001011000000000000000000, B = 01000010111000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        199 A = 01000010001011000000000000000000, B = 01000010111000000000000000000000, Sel = 11, Y = 00111110110001001000000000000000, Overflow = 0, Error = 0
        200 A = 01000000000000000000000000000000, B = 01000011001001100000000000000000, Sel = 11, Y = 00111110110001001000000000000000, Overflow = 0, Error = 0
        201 A = 01000000000000000000000000000000, B = 01000011001001100000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        202 A = 01000000000000000000000000000000, B = 01000011001001100000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        203 A = 01000000000000000000000000000000, B = 01000011001001100000000000000000, Sel = 11, Y = 00111100010001010000000000000000, Overflow = 0, Error = 0
        204 A = 11000001100010000000000000000000, B = 01000000010000000000000000000000, Sel = 11, Y = 00111100010001010000000000000000, Overflow = 0, Error = 0
        205 A = 11000001100010000000000000000000, B = 01000000010000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        206 A = 11000001100010000000000000000000, B = 01000000010000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        207 A = 11000001100010000000000000000000, B = 01000000010000000000000000000000, Sel = 11, Y = 11000000101101010000000000000000, Overflow = 0, Error = 0
        208 A = 11000011011100110000000000000000, B = 01000010010011000000000000000000, Sel = 11, Y = 11000000101101010000000000000000, Overflow = 0, Error = 0
        209 A = 11000011011100110000000000000000, B = 01000010010011000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        210 A = 11000011011100110000000000000000, B = 01000010010011000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        211 A = 11000011011100110000000000000000, B = 01000010010011000000000000000000, Sel = 11, Y = 11000000100110000000000000000000, Overflow = 0, Error = 0
        212 A = 11000010001011000000000000000000, B = 01000010111000000000000000000000, Sel = 11, Y = 11000000100110000000000000000000, Overflow = 0, Error = 0
        213 A = 11000010001011000000000000000000, B = 01000010111000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        214 A = 11000010001011000000000000000000, B = 01000010111000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        215 A = 11000010001011000000000000000000, B = 01000010111000000000000000000000, Sel = 11, Y = 10111110110001001000000000000000, Overflow = 0, Error = 0
        216 A = 11000000000000000000000000000000, B = 01000011001001100000000000000000, Sel = 11, Y = 10111110110001001000000000000000, Overflow = 0, Error = 0
        217 A = 11000000000000000000000000000000, B = 01000011001001100000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        218 A = 11000000000000000000000000000000, B = 01000011001001100000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        219 A = 11000000000000000000000000000000, B = 01000011001001100000000000000000, Sel = 11, Y = 10111100010001010000000000000000, Overflow = 0, Error = 0
        220 A = 01000001100010000000000000000000, B = 11000000010000000000000000000000, Sel = 11, Y = 10111100010001010000000000000000, Overflow = 0, Error = 0
        221 A = 01000001100010000000000000000000, B = 11000000010000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        222 A = 01000001100010000000000000000000, B = 11000000010000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        223 A = 01000001100010000000000000000000, B = 11000000010000000000000000000000, Sel = 11, Y = 11000000101101010000000000000000, Overflow = 0, Error = 0
        224 A = 01000011011100110000000000000000, B = 11000010010011000000000000000000, Sel = 11, Y = 11000000101101010000000000000000, Overflow = 0, Error = 0
        225 A = 01000011011100110000000000000000, B = 11000010010011000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        226 A = 01000011011100110000000000000000, B = 11000010010011000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        227 A = 01000011011100110000000000000000, B = 11000010010011000000000000000000, Sel = 11, Y = 11000000100110000000000000000000, Overflow = 0, Error = 0
        228 A = 01000010001011000000000000000000, B = 11000010111000000000000000000000, Sel = 11, Y = 11000000100110000000000000000000, Overflow = 0, Error = 0
        229 A = 01000010001011000000000000000000, B = 11000010111000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        230 A = 01000010001011000000000000000000, B = 11000010111000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        231 A = 01000010001011000000000000000000, B = 11000010111000000000000000000000, Sel = 11, Y = 10111110110001001000000000000000, Overflow = 0, Error = 0
        232 A = 01000000000000000000000000000000, B = 11000011001001100000000000000000, Sel = 11, Y = 10111110110001001000000000000000, Overflow = 0, Error = 0
        233 A = 01000000000000000000000000000000, B = 11000011001001100000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        234 A = 01000000000000000000000000000000, B = 11000011001001100000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        235 A = 01000000000000000000000000000000, B = 11000011001001100000000000000000, Sel = 11, Y = 10111100010001010000000000000000, Overflow = 0, Error = 0
        236 A = 11000001100010000000000000000000, B = 11000000010000000000000000000000, Sel = 11, Y = 10111100010001010000000000000000, Overflow = 0, Error = 0
        237 A = 11000001100010000000000000000000, B = 11000000010000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        238 A = 11000001100010000000000000000000, B = 11000000010000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        239 A = 11000001100010000000000000000000, B = 11000000010000000000000000000000, Sel = 11, Y = 01000000101101010000000000000000, Overflow = 0, Error = 0
        240 A = 11000011011100110000000000000000, B = 11000010010011000000000000000000, Sel = 11, Y = 01000000101101010000000000000000, Overflow = 0, Error = 0
        241 A = 11000011011100110000000000000000, B = 11000010010011000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        242 A = 11000011011100110000000000000000, B = 11000010010011000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        243 A = 11000011011100110000000000000000, B = 11000010010011000000000000000000, Sel = 11, Y = 01000000100110000000000000000000, Overflow = 0, Error = 0
        244 A = 11000010001011000000000000000000, B = 11000010111000000000000000000000, Sel = 11, Y = 01000000100110000000000000000000, Overflow = 0, Error = 0
        245 A = 11000010001011000000000000000000, B = 11000010111000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        246 A = 11000010001011000000000000000000, B = 11000010111000000000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        247 A = 11000010001011000000000000000000, B = 11000010111000000000000000000000, Sel = 11, Y = 00111110110001001000000000000000, Overflow = 0, Error = 0
        248 A = 11000000000000000000000000000000, B = 11000011001001100000000000000000, Sel = 11, Y = 00111110110001001000000000000000, Overflow = 0, Error = 0
        249 A = 11000000000000000000000000000000, B = 11000011001001100000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        250 A = 11000000000000000000000000000000, B = 11000011001001100000000000000000, Sel = 11, Y = 00000000000000000000000000000000, Overflow = 0, Error = 0
        251 A = 11000000000000000000000000000000, B = 11000011001001100000000000000000, Sel = 11, Y = 00111100010001010000000000000000, Overflow = 0, Error = 0
tb.v:613: $finish called at 676000 (10ps)
