Index: 0, A: 00000000000000000000000000000000, B: 00000000000000000000000000000000, Sel: 00, Y: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx, Computed Result: x, Overflow: x, Error: x
Index: 211, A: -2.43000000e+02, B: 5.10000000e+01, Sel: 3, Y: -4.75000000e+00, Computed Result: -4.76470566e+00, Overflow: 0, Error: 0
Index: 212, A: -4.30000000e+01, B: 1.12000000e+02, Sel: 3, Y: -4.75000000e+00, Computed Result: -3.83928567e-01, Overflow: 0, Error: 0
Index: 213, A: -4.30000000e+01, B: 1.12000000e+02, Sel: 3, Y: -4.75000000e+00, Computed Result: -3.83928567e-01, Overflow: 0, Error: 0
Index: 214, A: -4.30000000e+01, B: 1.12000000e+02, Sel: 3, Y: -3.83789062e-01, Computed Result: -3.83928567e-01, Overflow: 0, Error: 0
Index: 215, A: -4.30000000e+01, B: 1.12000000e+02, Sel: 3, Y: -3.83789062e-01, Computed Result: -3.83928567e-01, Overflow: 0, Error: 0
Index: 216, A: -2.00000000e+00, B: 1.66000000e+02, Sel: 3, Y: -3.83789062e-01, Computed Result: -1.20481923e-02, Overflow: 0, Error: 0
Index: 217, A: -2.00000000e+00, B: 1.66000000e+02, Sel: 3, Y: -3.83789062e-01, Computed Result: -1.20481923e-02, Overflow: 0, Error: 0
Index: 218, A: -2.00000000e+00, B: 1.66000000e+02, Sel: 3, Y: -1.20239258e-02, Computed Result: -1.20481923e-02, Overflow: 0, Error: 0
Index: 219, A: -2.00000000e+00, B: 1.66000000e+02, Sel: 3, Y: -1.20239258e-02, Computed Result: -1.20481923e-02, Overflow: 0, Error: 0
Index: 220, A: 1.70000000e+01, B: -3.00000000e+00, Sel: 3, Y: -1.20239258e-02, Computed Result: -5.66666651e+00, Overflow: 0, Error: 0
Index: 221, A: 1.70000000e+01, B: -3.00000000e+00, Sel: 3, Y: -1.20239258e-02, Computed Result: -5.66666651e+00, Overflow: 0, Error: 0
Index: 222, A: 1.70000000e+01, B: -3.00000000e+00, Sel: 3, Y: -5.65625000e+00, Computed Result: -5.66666651e+00, Overflow: 0, Error: 0
Index: 223, A: 1.70000000e+01, B: -3.00000000e+00, Sel: 3, Y: -5.65625000e+00, Computed Result: -5.66666651e+00, Overflow: 0, Error: 0
Index: 224, A: 2.43000000e+02, B: -5.10000000e+01, Sel: 3, Y: -5.65625000e+00, Computed Result: -4.76470566e+00, Overflow: 0, Error: 0
Index: 225, A: 2.43000000e+02, B: -5.10000000e+01, Sel: 3, Y: -5.65625000e+00, Computed Result: -4.76470566e+00, Overflow: 0, Error: 0
Index: 226, A: 2.43000000e+02, B: -5.10000000e+01, Sel: 3, Y: -4.75000000e+00, Computed Result: -4.76470566e+00, Overflow: 0, Error: 0
Index: 227, A: 2.43000000e+02, B: -5.10000000e+01, Sel: 3, Y: -4.75000000e+00, Computed Result: -4.76470566e+00, Overflow: 0, Error: 0
Index: 228, A: 4.30000000e+01, B: -1.12000000e+02, Sel: 3, Y: -4.75000000e+00, Computed Result: -3.83928567e-01, Overflow: 0, Error: 0
Index: 229, A: 4.30000000e+01, B: -1.12000000e+02, Sel: 3, Y: -4.75000000e+00, Computed Result: -3.83928567e-01, Overflow: 0, Error: 0
Index: 230, A: 4.30000000e+01, B: -1.12000000e+02, Sel: 3, Y: -3.83789062e-01, Computed Result: -3.83928567e-01, Overflow: 0, Error: 0
Index: 231, A: 4.30000000e+01, B: -1.12000000e+02, Sel: 3, Y: -3.83789062e-01, Computed Result: -3.83928567e-01, Overflow: 0, Error: 0
Index: 232, A: 2.00000000e+00, B: -1.66000000e+02, Sel: 3, Y: -3.83789062e-01, Computed Result: -1.20481923e-02, Overflow: 0, Error: 0
Index: 233, A: 2.00000000e+00, B: -1.66000000e+02, Sel: 3, Y: -3.83789062e-01, Computed Result: -1.20481923e-02, Overflow: 0, Error: 0
Index: 234, A: 2.00000000e+00, B: -1.66000000e+02, Sel: 3, Y: -1.20239258e-02, Computed Result: -1.20481923e-02, Overflow: 0, Error: 0
Index: 235, A: 2.00000000e+00, B: -1.66000000e+02, Sel: 3, Y: -1.20239258e-02, Computed Result: -1.20481923e-02, Overflow: 0, Error: 0
Index: 236, A: -1.70000000e+01, B: -3.00000000e+00, Sel: 3, Y: -1.20239258e-02, Computed Result: 5.66666651e+00, Overflow: 0, Error: 0
Index: 237, A: -1.70000000e+01, B: -3.00000000e+00, Sel: 3, Y: -1.20239258e-02, Computed Result: 5.66666651e+00, Overflow: 0, Error: 0
Index: 238, A: -1.70000000e+01, B: -3.00000000e+00, Sel: 3, Y: 5.65625000e+00, Computed Result: 5.66666651e+00, Overflow: 0, Error: 0
Index: 239, A: -1.70000000e+01, B: -3.00000000e+00, Sel: 3, Y: 5.65625000e+00, Computed Result: 5.66666651e+00, Overflow: 0, Error: 0
Index: 240, A: -2.43000000e+02, B: -5.10000000e+01, Sel: 3, Y: 5.65625000e+00, Computed Result: 4.76470566e+00, Overflow: 0, Error: 0
Index: 241, A: -2.43000000e+02, B: -5.10000000e+01, Sel: 3, Y: 5.65625000e+00, Computed Result: 4.76470566e+00, Overflow: 0, Error: 0
Index: 242, A: -2.43000000e+02, B: -5.10000000e+01, Sel: 3, Y: 4.75000000e+00, Computed Result: 4.76470566e+00, Overflow: 0, Error: 0
Index: 243, A: -2.43000000e+02, B: -5.10000000e+01, Sel: 3, Y: 4.75000000e+00, Computed Result: 4.76470566e+00, Overflow: 0, Error: 0
Index: 244, A: -4.30000000e+01, B: -1.12000000e+02, Sel: 3, Y: 4.75000000e+00, Computed Result: 3.83928567e-01, Overflow: 0, Error: 0
Index: 245, A: -4.30000000e+01, B: -1.12000000e+02, Sel: 3, Y: 4.75000000e+00, Computed Result: 3.83928567e-01, Overflow: 0, Error: 0
Index: 246, A: -4.30000000e+01, B: -1.12000000e+02, Sel: 3, Y: 3.83789062e-01, Computed Result: 3.83928567e-01, Overflow: 0, Error: 0
Index: 247, A: -4.30000000e+01, B: -1.12000000e+02, Sel: 3, Y: 3.83789062e-01, Computed Result: 3.83928567e-01, Overflow: 0, Error: 0
Index: 248, A: -2.00000000e+00, B: -1.66000000e+02, Sel: 3, Y: 3.83789062e-01, Computed Result: 1.20481923e-02, Overflow: 0, Error: 0
Index: 249, A: -2.00000000e+00, B: -1.66000000e+02, Sel: 3, Y: 3.83789062e-01, Computed Result: 1.20481923e-02, Overflow: 0, Error: 0
Index: 250, A: -2.00000000e+00, B: -1.66000000e+02, Sel: 3, Y: 1.20239258e-02, Computed Result: 1.20481923e-02, Overflow: 0, Error: 0
Index: 251, A: -2.00000000e+00, B: -1.66000000e+02, Sel: 3, Y: 1.20239258e-02, Computed Result: 1.20481923e-02, Overflow: 0, Error: 0
